requested_p,realized_p,correct_exact,shuffled_exact,d_z_exact,correct_facet,shuffled_facet,d_z_facet,zero_facet,counterfactual_exact
0.0,0.0,1.0,0.099609375,0.900390625,1.0,0.50029296875,0.49970703125,0.509830729167,1.0
0.25,0.239719157472,1.0,0.09765625,0.90234375,1.0,0.502994791667,0.497005208333,0.519596354167,1.0
0.5,0.492978936810,1.0,0.1015625,0.8984375,1.0,0.503255208333,0.496744791667,0.5171875,1.0
0.75,0.738716148445,1.0,0.109375,0.890625,1.0,0.503190104167,0.496809895833,0.53125,1.0
1.0,1.0,1.0,0.126953125,0.873046875,1.0,0.567252604167,0.432747395833,0.738151041667,0.92578125
